@relation 'emploiFinal3 (1)'

@attribute ville {Casablanca,Rabat,'Meknès ',Salé,'Marrakech ',Benguerir,'Kenitra ',Agadir,'Fès ','Mohammedia ','Skhirat ',' Safi ','Tanger ','Sala al jadida',' Berrechid ','Oujda ','El Jadida ',Laayoune,'Tout le Maroc','AL HOCEIMA ','Bouskoura ','Errachidia ',' Ain Harrouda ',Guerssif}
@attribute entreprise {Leyton,'Sitel Group','Attijariwafa bank','Sofrecom Services Maroc',Omnishore,'Lydec et SUEZ','Deloitte Nearshore','ORH Assessment','Hit Radio',Richbond,Atos,'Webhelp Maroc',OBS,Umanis,Majorel,'Maroc Climate and Security (MCS) - Carrier','ARIA Tech','Université Mohammed VI Polytechnique',Msin,CDG,'ALTEN Maroc',Crouzet,Stellantis,Unifitel,'TNC  The Next Clic ','Label\'Vie - Carrefour Market','Excel Management Conseil','AXA Rabat (Axa Services)','La Brigade de Casa','Intelcia ITS','SQLI Maroc','INTM Mediterranée',Aria,'Manpower Agences',Altados,'Al Hoceinia','Adria Business & Technology','Fondation Marocaine pour la Promotion de l\'enseignement préScolaire',Opus.RH,Cnexia,Coficab,'DXC Technology Maroc','Epil Tech Maroc',Eumatech,Welink,Accytime,'AXA Group Operations Maroc','CGI Technologies et Solutions Maroc','HP SEARCH','Reactive Executive',Imacab,'Perenity Software',S3M,Ecolys,Madaef,'BMCI Groupe BNP Paribas','Oceane Consulting','Atlas Pharm','Eca Assurances','Meski Invest - Riva Industries','Leet initiative',Ventec,Preci,Novec,'Isossell Groupe','Econocom Maroc','Comdata Group','LCI Education','Université Internationale de Rabat',Coface,'HPS Maroc',Neosys,'Atlas On Line',Involys,Comicom,Maymana,'SMBL Food',Eqdom,TeamDEV,'Royale Marocaine d\'Assurance',Finéa,'TP-Link Morocco','APM Terminals','Alter Ipso','GO RH Maroc','La Marocaine vie',Mubawab.ma,'McDonald\'s Maroc','Winpa Phone','Bank Of Africa','Safran Nacelles','Foods and Goods',OCBM,'EnerGetic Link','O&D Services','Disty technologies','Auto Nejma Maroc S.A.','Aptiv Maroc  (ex Delphi)',CRIT,'Groupe ODM','CAC (Centrale Automobile Chérifienne)','Air Arabia','Ratp dev Casablanca','Société des Boissons du Maroc','Société Marocaine des Tabacs','Annour Technologies','AKKA Technologies','Sogea Maroc','ATOZMA Services','Consort Maroc','Groupe Adaming',FGT,'Digital Virgo',OFPPT,'Fonds d\'Equipement Communal (FEC)','Groupe Renault','Safran Engineering Services Maroc','Générale routière','Groupe Assu 2000',Karinvest,Alumetaux,'Rifl Biometrics','Fondation Arrawaj','Société de Développement Local Nouaceur Développement','A.LAZRAK Immobilier','KLK Khayatey Living','Pharma Pilot',Dekra}
@attribute secteur_act {' Aéronautique / Spatial',' Informatique',' Centre d\'appel',' Banque / Finance',' BTP / Génie Civil',' Autres services',' Audiovisuel',' Agence pub / Marketing Direct',' Conseil / Etudes',' Comptabilité / Audit',' Telecom',' Electro-mécanique / Mécanique',' Autres Industries',' Automobile / Motos / Cycles',' Offshoring / Nearshoring',' Distribution',' Assurance / Courtage',' Internet / Multimédia',' Recrutement / Intérim',' Cosmétique / Parfumerie / Luxe',' Energie',' Agriculture / Environnement',' Agroalimentaire',' Immobilier / Promoteur / Agence',' Enseignement / Formation',' Transport / Messagerie / Logistique',' Pharmacie / Santé',' Juridique / Cabinet d’avocats',' Métallurgie / Sidérurgie'}
@attribute fonction {' Méthodes / Process / Industrialisation',' Gestion projet / Etudes / R&D',' Administration des ventes / SAV',' Banque',' Call Centers',' Informatique / Electronique',' Communication / Publicité / RP',' Télécoms / Réseaux',' Informatique / Electronique / Multimédia / Internet',' RH / Personnel / Formation',' Avocat / Juriste / Fiscaliste',' Gestion / Comptabilité / Finance',' Logistique / Transport',' Audit / Conseil',' Commercial / Vente / Export',' Achats / Supply Chain',' Marketing',' Assurance',' Immobilier / Promotion',' Journalisme / Traduction',' Distribution',' Production / Qualité / Sécurité / Maintenance',' Assistanat de Direction / Services Généraux',' Travaux / Chantiers / BTP',' Agriculture',' Caméraman / Monteur / Preneur de son',' Environnement',' Enseignement',' Santé / Social',' Multimédia / Internet',' Hôtellerie / Restauration',' Médical / Paramédical'}
@attribute experience {' De 1 à 3 ans',' Moins de 1 an',' De 5 à 10 ans',' De 10 à 20 ans',' De 3 à 5 ans',' Débutant'}
@attribute niv_etude {' Bac +4',' Bac +5 et plus',' Bac',' Bac +2',' Bac +3',' Qualification avant Bac',' Autodidacte',' Bac +1'}
@attribute contrat {' CDI',' Stage',' Autre',' CDD',' Freelance'}
@attribute titre {'Ingénieur ','Conseiller Technique ','Conseiller Client',Analyste,Responsable,'Chef de Projet ','Operations Manager ','Ingénieur Java J2EE','Architecte IT','Team Lead ',Auditeur,'Chargé de Communication ',Stagiaire,'Infographiste ','Développeur ','Ingénieur infrastructure',Consultant,'Ingénieur Support Applicatif',Technicien,'Tech Lead','Responsable RH ','Téléconseiller ','Ingénieur Etude et Développement','Administrateur IT','Conseiller Commercial ',Commercial,'Juriste ','Conseiller en Assurance',Comptable,'Ingénieur Testeur','Chargé Administratif',Coordinateur,'Gestionnaire ',Assistant,'Chef de projet IT ',Acheteur,'Expert Technique ','Ingénieur Informatique ',Manager,'Formateur ','Ingénieur DevOps ','Ingénieur Réseau et Sécurité','Concepteur Développeur ','Contrôleur de Gestion','Scrum Master ','Référent technique ','Consultant IT',Journaliste,'Chargé de Développement','Chargé de Sécurité ','Opérateur Agricole ','Responsable régional ','Directeur ','Responsable Commercial','Chargé de Recouvrement','Chargés d\'Etudes','Responsable Marketing ',Cadre,'Responsable IT ','Chargé d\'Affaires ','Responsable Administratif ','Animateur ','Community Manager ','Infirmier ','Chef d\'équipe ','Administrateur des ventes','Contrôleur ','Chargé de Mission ','Chargé d\'Approvisionnement','Chef de Service ','Expert UX/UI ','Responsable maintenance ','Ingénieur Système','Business Process Owner ','Professeur ','Délégué médical','Responsable Achats ','Chargé des Relations Entreprises','Agent de facturation ','Hôtesse d\'Accueil ','Enseignant de sport polyvalent ','Dessinateur industriel ','Chef Atelier'}

@data
'Meknès ','Intelcia ITS',' Offshoring / Nearshoring',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDI','Team Lead '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Développeur '
Rabat,'Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Expert Technique '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Salé,'DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +4',' CDI',Consultant
Salé,'DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +4',' CDI','Ingénieur Testeur'
Rabat,'DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Consultant
Rabat,'DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Consultant
Salé,'DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +4',' CDI','Référent technique '
'Sala al jadida','DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +4',' CDI',Analyste
'Sala al jadida','DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +4',' CDI','Conseiller en Assurance'
Rabat,'DXC Technology Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Développeur '
'Sala al jadida','DXC Technology Maroc',' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de Projet '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Consultant IT'
Rabat,'Hit Radio',' Audiovisuel',' Gestion / Comptabilité / Finance',' Débutant',' Bac +2',' Stage',Stagiaire
Casablanca,'Société des Boissons du Maroc',' Juridique / Cabinet d’avocats',' Avocat / Juriste / Fiscaliste',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Juriste '
Casablanca,Unifitel,' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller Commercial '
Casablanca,Unifitel,' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller Commercial '
Casablanca,'Société Marocaine des Tabacs',' Agroalimentaire',' Environnement',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,'ORH Assessment',' Autres services',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Rabat,Accytime,' Offshoring / Nearshoring',' Logistique / Transport',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Référent technique '
Salé,Novec,' Energie',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Winpa Phone',' Assurance / Courtage',' Assurance',' De 1 à 3 ans',' Bac +2',' CDI','Téléconseiller '
Casablanca,'Manpower Agences',' Centre d\'appel',' Call Centers',' De 3 à 5 ans',' Bac +3',' Autre','Conseiller Client'
Casablanca,'Manpower Agences',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +3',' Autre',Technicien
Casablanca,Altados,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur Etude et Développement'
Salé,Novec,' BTP / Génie Civil',' Gestion projet / Etudes / R&D',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur '
'Meknès ','Meski Invest - Riva Industries',' BTP / Génie Civil',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Responsable
Casablanca,'Annour Technologies',' Informatique',' Télécoms / Réseaux',' Moins de 1 an',' Bac +3',' CDI',Technicien
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Team Lead '
Casablanca,'Annour Technologies',' Informatique',' Télécoms / Réseaux',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Réseau et Sécurité'
Casablanca,'Annour Technologies',' Informatique',' Télécoms / Réseaux',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Système'
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Concepteur Développeur '
Casablanca,'Intelcia ITS',' Centre d\'appel',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +4',' CDI',Manager
Casablanca,Altados,' Banque / Finance',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Chef de Projet '
'Tanger ','APM Terminals',' Transport / Messagerie / Logistique',' Logistique / Transport',' Débutant',' Bac +5 et plus',' CDI','Ingénieur '
Rabat,'Oceane Consulting',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Etude et Développement'
Rabat,'Sitel Group',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' CDI','Conseiller Client'
Agadir,'Manpower Agences',' Agroalimentaire',' Santé / Social',' De 5 à 10 ans',' Bac +4',' CDI','Directeur '
Casablanca,'Deloitte Nearshore',' Conseil / Etudes',' RH / Personnel / Formation',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Consultant
' Berrechid ','Atlas Pharm',' Pharmacie / Santé',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' Autre',Comptable
Casablanca,'Manpower Agences',' Autres Industries',' Informatique / Electronique',' De 3 à 5 ans',' Bac +2',' CDI',Technicien
' Berrechid ','Manpower Agences',' Automobile / Motos / Cycles',' Télécoms / Réseaux',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Système'
'Fès ','ALTEN Maroc',' Autres services',' Achats / Supply Chain',' Débutant',' Bac +2',' Stage',Stagiaire
Rabat,'Oceane Consulting',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur Etude et Développement'
Casablanca,'Oceane Consulting',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Réseau et Sécurité'
Rabat,'Hit Radio',' Audiovisuel',' Caméraman / Monteur / Preneur de son',' Débutant',' Bac +2',' Stage',Stagiaire
Casablanca,'HPS Maroc',' Conseil / Etudes',' Audit / Conseil',' Moins de 1 an',' Bac +5 et plus',' CDI',Consultant
Casablanca,'Eca Assurances',' Centre d\'appel',' Call Centers',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Commercial
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Environnement',' De 3 à 5 ans',' Bac +5 et plus',' CDD','Ingénieur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +4',' CDI',Assistant
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Assistant
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Production / Qualité / Sécurité / Maintenance',' De 3 à 5 ans',' Bac +2',' CDI','Animateur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Environnement',' De 3 à 5 ans',' Bac +5 et plus',' CDD','Professeur '
Casablanca,'Intelcia ITS',' Offshoring / Nearshoring',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +3',' CDI','Team Lead '
'Tanger ','APM Terminals',' Recrutement / Intérim',' RH / Personnel / Formation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable RH '
Casablanca,'Lydec et SUEZ',' Energie',' Achats / Supply Chain',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chargé de Sécurité '
Casablanca,OBS,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +4',' CDI','Développeur '
Casablanca,'Label\'Vie - Carrefour Market',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +4',' CDI','Ingénieur '
'Meknès ','Meski Invest - Riva Industries',' BTP / Génie Civil',' Télécoms / Réseaux',' De 1 à 3 ans',' Bac +3',' CDI',Technicien
Casablanca,Involys,' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +3',' CDI','Ingénieur Testeur'
Salé,Welink,' Banque / Finance',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +5 et plus',' Freelance','Développeur '
Casablanca,'AKKA Technologies',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de projet IT '
Casablanca,'Winpa Phone',' Assurance / Courtage',' Assurance',' De 1 à 3 ans',' Bac +2',' CDI','Téléconseiller '
Casablanca,'Atlas Pharm',' Pharmacie / Santé',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDD','Délégué médical'
'Tanger ','Manpower Agences',' Aéronautique / Spatial',' Achats / Supply Chain',' De 10 à 20 ans',' Bac +5 et plus',' CDI',Acheteur
Casablanca,Unifitel,' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +2',' CDI','Conseiller Commercial '
Casablanca,'Deloitte Nearshore',' Conseil / Etudes',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Consultant
Casablanca,'Manpower Agences',' Internet / Multimédia',' Marketing',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Directeur '
Casablanca,Altados,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur DevOps '
Rabat,CDG,' Banque / Finance',' Banque',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Cadre
'Tanger ',Opus.RH,' Autres services',' Achats / Supply Chain',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Achats '
Rabat,'INTM Mediterranée',' Assurance / Courtage',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur '
'Tanger ',Opus.RH,' Autres services',' Gestion / Comptabilité / Finance',' De 10 à 20 ans',' Bac +5 et plus',' CDI',Comptable
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Informatique '
'Tanger ',Opus.RH,' Autres services',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Comptable
'Tanger ',Opus.RH,' Autres services',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Comptable
Casablanca,'ORH Assessment',' Assurance / Courtage',' Assurance',' De 3 à 5 ans',' Bac +4',' CDI','Conseiller en Assurance'
' Ain Harrouda ','Société Marocaine des Tabacs',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,Ventec,' BTP / Génie Civil',' Travaux / Chantiers / BTP',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Responsable
'Tout le Maroc','Sogea Maroc',' BTP / Génie Civil',' Travaux / Chantiers / BTP',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Deloitte Nearshore',' Assurance / Courtage',' Assurance',' Débutant',' Bac +5 et plus',' CDI',Consultant
Rabat,'Sogea Maroc',' BTP / Génie Civil',' Méthodes / Process / Industrialisation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
'Tout le Maroc','Sogea Maroc',' BTP / Génie Civil',' Travaux / Chantiers / BTP',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Rabat,'Université Internationale de Rabat',' Enseignement / Formation',' Enseignement',' De 1 à 3 ans',' Bac +3',' CDI','Chargé Administratif'
Casablanca,'ATOZMA Services',' Comptabilité / Audit',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Développeur '
' Ain Harrouda ','CAC (Centrale Automobile Chérifienne)',' Automobile / Motos / Cycles',' Commercial / Vente / Export',' De 3 à 5 ans',' Bac +2',' CDI','Conseiller Client'
Casablanca,'Manpower Agences',' Automobile / Motos / Cycles',' Production / Qualité / Sécurité / Maintenance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,'Adria Business & Technology',' Informatique',' Assistanat de Direction / Services Généraux',' De 1 à 3 ans',' Bac +5 et plus',' CDI',Manager
Rabat,OBS,' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +2',' CDI',Technicien
Casablanca,'CAC (Centrale Automobile Chérifienne)',' Automobile / Motos / Cycles',' Achats / Supply Chain',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur '
Rabat,'INTM Mediterranée',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,'Sitel Group',' Centre d\'appel',' Call Centers',' Moins de 1 an',' Bac +2',' CDI','Conseiller Client'
Agadir,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' CDI','Conseiller Client'
Casablanca,'Air Arabia',' Aéronautique / Spatial',' Télécoms / Réseaux',' De 3 à 5 ans',' Bac +2',' CDI','Ingénieur '
Rabat,'Consort Maroc',' Centre d\'appel',' Call Centers',' De 1 à 3 ans',' Bac +2',' CDI','Chargés d\'Etudes'
'Sala al jadida','Oceane Consulting',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Réseau et Sécurité'
Casablanca,'McDonald\'s Maroc',' Informatique',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Informatique '
Rabat,'Webhelp Maroc',' Centre d\'appel',' Call Centers',' Débutant',' Bac',' Autre','Conseiller Client'
Benguerir,'Université Mohammed VI Polytechnique',' Autres services',' Gestion projet / Etudes / R&D',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Groupe Adaming',' Informatique',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,FGT,' Agroalimentaire',' Achats / Supply Chain',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chargé d\'Approvisionnement'
Casablanca,'ORH Assessment',' Autres services',' Marketing',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable Marketing '
'Sala al jadida','Sofrecom Services Maroc',' Informatique',' Commercial / Vente / Export',' De 5 à 10 ans',' Bac +5 et plus',' CDI',Manager
Casablanca,'Sofrecom Services Maroc',' Informatique',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur Support Applicatif'
Casablanca,'Digital Virgo',' Internet / Multimédia',' Marketing',' Débutant',' Bac +4',' Stage','Community Manager '
Casablanca,'Maroc Climate and Security (MCS) - Carrier',' Energie',' Production / Qualité / Sécurité / Maintenance',' Moins de 1 an',' Bac +5 et plus',' CDD','Conseiller Technique '
Casablanca,'Digital Virgo',' Internet / Multimédia',' Marketing',' Débutant',' Bac +4',' Stage',Assistant
Casablanca,'Maroc Climate and Security (MCS) - Carrier',' Autres services',' Administration des ventes / SAV',' Moins de 1 an',' Bac +2',' CDD',Assistant
Casablanca,'Digital Virgo',' Internet / Multimédia',' Informatique / Electronique',' Débutant',' Bac +5 et plus',' Stage','Ingénieur '
Casablanca,'Digital Virgo',' Internet / Multimédia',' Gestion / Comptabilité / Finance',' De 10 à 20 ans',' Bac +5 et plus',' CDI','Contrôleur '
Casablanca,'Digital Virgo',' Internet / Multimédia',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Développeur '
Casablanca,'Digital Virgo',' Internet / Multimédia',' Marketing',' Moins de 1 an',' Bac +5 et plus',' CDI',Analyste
Casablanca,'Sitel Group',' Centre d\'appel',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Comptable
Rabat,'Université Internationale de Rabat',' Enseignement / Formation',' Assistanat de Direction / Services Généraux',' De 1 à 3 ans',' Bac +3',' CDI',Assistant
Rabat,'Université Internationale de Rabat',' Enseignement / Formation',' Communication / Publicité / RP',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chargé des Relations Entreprises'
Casablanca,'Deloitte Nearshore',' Conseil / Etudes',' Audit / Conseil',' Débutant',' Bac +5 et plus',' Stage',Stagiaire
Casablanca,'Sitel Group',' Centre d\'appel',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Comptable
Casablanca,'Sitel Group',' Centre d\'appel',' Gestion / Comptabilité / Finance',' De 3 à 5 ans',' Bac +5 et plus',' CDI',Comptable
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur DevOps '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Informatique / Electronique',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Développeur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Informatique / Electronique',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Ingénieur '
Benguerir,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Ingénieur Informatique '
'Tanger ','APM Terminals',' Transport / Messagerie / Logistique',' Gestion / Comptabilité / Finance',' De 10 à 20 ans',' Bac +5 et plus',' CDI',Comptable
'Tanger ',S3M,' Autres Industries',' Méthodes / Process / Industrialisation',' De 10 à 20 ans',' Bac +4',' CDI','Directeur '
'Tout le Maroc',OFPPT,' Enseignement / Formation',' Enseignement',' Débutant',' Bac +3',' CDI','Formateur '
Casablanca,'CGI Technologies et Solutions Maroc',' Informatique',' Informatique / Electronique',' Débutant',' Bac +4',' Stage','Développeur '
Rabat,Welink,' Informatique',' Informatique / Electronique / Multimédia / Internet',' De 5 à 10 ans',' Bac +5 et plus',' Freelance',Consultant
Rabat,'Fonds d\'Equipement Communal (FEC)',' Banque / Finance',' Banque',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Contrôleur de Gestion'
'Skhirat ','Label\'Vie - Carrefour Market',' Distribution',' Achats / Supply Chain',' Moins de 1 an',' Bac +5 et plus',' CDI','Ingénieur '
Casablanca,Aria,' Centre d\'appel',' Informatique / Electronique / Multimédia / Internet',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Chargé de Développement'
Casablanca,Altados,' Informatique',' RH / Personnel / Formation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Responsable RH '
'Tanger ',Coficab,' Automobile / Motos / Cycles',' Gestion projet / Etudes / R&D',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
'Tanger ',Coficab,' Automobile / Motos / Cycles',' Production / Qualité / Sécurité / Maintenance',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Chef de Projet '
Casablanca,'Société des Boissons du Maroc',' Agroalimentaire',' Achats / Supply Chain',' De 10 à 20 ans',' Bac +5 et plus',' CDI',Responsable
Salé,Novec,' Autres services',' Gestion / Comptabilité / Finance',' De 1 à 3 ans',' Bac +2',' CDI','Chargé de Recouvrement'
Rabat,'Excel Management Conseil',' Assurance / Courtage',' Informatique / Electronique',' De 1 à 3 ans',' Bac +5 et plus',' CDI','Ingénieur '
Rabat,'Université Internationale de Rabat',' Autres Industries',' Méthodes / Process / Industrialisation',' De 3 à 5 ans',' Bac +5 et plus',' CDI','Chargé Administratif'
Rabat,'Université Mohammed VI Polytechnique',' Enseignement / Formation',' Santé / Social',' De 3 à 5 ans',' Bac +3',' CDI','Infirmier '
Casablanca,'Intelcia ITS',' Autres services',' RH / Personnel / Formation',' De 5 à 10 ans',' Bac +5 et plus',' CDI','Responsable RH '
